,Station,Code,Lat-coord,Lng-coord,Randstad
442,Rotterdam Centraal,RTD,51.92499923706,4.468888759613,1.0
443,Rotterdam Lombardijen,RLB,51.880001068115,4.531388759613,1.0
444,Rotterdam Noord,RTN,51.942222595215,4.4816665649414,1.0
445,Rotterdam Stadion,RTST,51.893890380859,4.5197219848633,1.0
446,Rotterdam Zuid,RTZ,51.904445648193,4.5102777481079,1.0
447,Ruisbroek-Sauvegarde,FSV,51.08115,4.32551,0.0
448,Ruurlo,RL,52.0810888,6.4492656,0.0
449,Salzburg Hbf,SCHARD,47.813056,13.045833,0.0
450,Santpoort Noord,SPTN,52.43388748169,4.6325001716614,1.0
451,Santpoort Zuid,SPTZ,52.419723510742,4.6313886642456,1.0
452,Sassenheim,SSH,52.215278,4.517222,1.0
453,Sauwerd,SWD,53.29113,6.5404,0.0
454,Schagen,SGN,52.784442901611,4.8052778244019,0.0
455,Scheemda,SDA,53.1655362,6.9777775,0.0
456,Schelle,SCHLL,51.12555,4.34023,0.0
457,Schiedam Centrum,SDM,51.921243812803,4.4089937210083,1.0
458,Schin op Geul,SOG,50.856388092041,5.8722224235535,0.0
459,Schinnen,SN,50.939167022705,5.8744444847107,0.0
460,Schiphol Airport,SHL,52.30944442749,4.7619442939758,1.0
461,Schwelm,KSWE,51.290526,7.289681,0.0
462,Schwerte (Ruhr),ESRT,51.442281,7.55896,0.0
463,Selm,ESEM,51.707885,7.453396,0.0
464,Selm-Beifang,ESEB,51.692947,7.454829,0.0
465,Siegburg/Bonn,KSB,50.7939411,7.2030017,0.0
466,Sinaai,LSW,51.143333,4.068889,0.0
467,Sint-Mariaburg,MARIA,51.29126,4.43495,0.0
468,Sint-Niklaas,FSN,51.171944,4.144167,0.0
469,Sittard,STD,51.001667022705,5.8586111068726,0.0
470,Sliedrecht,SDT,51.829723358154,4.7783331871033,1.0
471,Sliedrecht Baanhoek,SDTB,51.829722,4.743333,1.0
472,Sneek,SK,53.0328688,5.6523969,0.0
473,Sneek Noord,SKND,53.0409319,5.6631808,0.0
474,Soest,ST,52.173332214355,5.3099999427795,1.0
475,Soest Zuid,STZ,52.165279388428,5.3030557632446,1.0
476,Soestdijk,SD,52.183612823486,5.3000001907349,1.0
477,Spaubeek,SBK,50.94327,5.850529,0.0
478,St.Pölten Hbf,POLTEN,48.20769,15.62591,0.0
479,Stavoren,STV,52.8865535,5.3600212,0.0
480,Stedum,STM,53.3262092,6.6875551,0.0
481,Steenwijk,SWK,52.791510992432,6.1145557632446,0.0
482,Steinfurt-Borghorst,EBGO,52.118791,7.397581,0.0
483,Steinfurt-Burgsteinfurt,EBFT,52.147384,7.32934,0.0
484,Steinfurt-Grottenkamp,EGRK,52.123439,7.376031,0.0
485,Stendal,LS,52.594723,11.854412,0.0
486,Stuttgart Hbf,TS,48.784084,9.181635,0.0
487,Susteren,SRN,51.061389923096,5.8630557060242,0.0
488,Swalmen,SM,51.23582,6.03228,0.0
489,Tegelen,TG,51.33894,6.14253,0.0
490,Terborg,TBG,51.9224549,6.3642466,0.0
491,Tiel,TL,51.889446258545,5.4222221374512,0.0
492,Tiel Passewaaij,TPSW,51.873889923096,5.39222240448,0.0
493,Tilburg,TB,51.560554504395,5.0836110115051,0.0
494,Tilburg Reeshof,TBR,51.573612213135,4.9944443702698,0.0
495,Tilburg Universiteit,TBU,51.564985,5.051778,0.0
496,Tongeren,FTG,50.784167,5.473056,0.0
497,Troisdorf,KT,50.813889,7.150833,0.0
498,Twello,TWL,52.237777709961,6.0986108779907,0.0
499,Uitgeest,UTG,52.521667480469,4.7016668319702,0.0
500,Uithuizen,UHZ,53.4099568,6.6748869,0.0
501,Uithuizermeeden,UHM,53.4145845,6.7202975,0.0
502,Ulm Hbf,TU,48.399015,9.982165,0.0
503,Unna,EUN,51.5385828,7.6953056,0.0
504,Usquert,UST,53.4014742,6.6093776,0.0
505,Utrecht Centraal,UT,52.088890075684,5.1102776527405,1.0
506,Utrecht Leidsche Rijn,UTLR,52.09896,5.06523,1.0
507,Utrecht Lunetten,UTLN,52.06555557251,5.144166469574,1.0
508,Utrecht Maliebaan,UTM,52.087776184082,5.1313886642456,1.0
509,Utrecht Overvecht,UTO,52.110000610352,5.1247220039368,1.0
510,Utrecht Terwijde,UTT,52.1000753,5.0439547,1.0
511,Utrecht Vaartsche Rijn,UTVR,52.078889,5.121667,1.0
512,Utrecht Zuilen,UTZL,52.103055,5.09,1.0
513,Valence TGV,VALTGV,44.9278,4.89321,0.0
514,Valkenburg,VK,50.869720458984,5.8322219848633,0.0
515,Varsseveld,VSV,51.937257,6.458839,0.0
516,Veendam,VDM,53.10324,6.88475,0.0
517,Veenendaal Centrum,VNDC,52.020000457764,5.548611164093,0.0
518,Veenendaal West,VNDW,52.028057098389,5.531388759613,0.0
519,Veenendaal-De Klomp,KLP,52.045833587646,5.5738887786865,0.0
520,Velp,VP,51.994720458984,5.9802780151367,0.0
521,Venezia Santa Lucia,MEREL,45.4410734,12.3188549,0.0
522,Venlo,VL,51.363609313965,6.1727776527405,0.0
523,Venray,VRY,51.526568099007,6.0141777992248,0.0
524,Vierlingsbeek,VLB,51.59193,5.99714,0.0
525,Viersen,VIERS,51.25516,6.40388,0.0
526,Visé,FVS,50.73781,5.69232,0.0
527,Vleuten,VTN,52.103056,5.007404,1.0
528,Vlissingen,VS,51.445835113525,3.5952777862549,0.0
529,Vlissingen Souburg,VSS,51.464721679688,3.5952777862549,0.0
530,Voerendaal,VDL,50.887222290039,5.9302778244019,0.0
531,Voorburg,VB,52.066665649414,4.3594446182251,1.0
532,Voorhout,VH,52.224445343018,4.4844446182251,1.0
533,Voorschoten,VST,52.1252784729,4.4324998855591,1.0
534,Voorst-Empe,VEM,52.157501220703,6.1436109542847,0.0
535,Vorden,VD,52.1071949,6.3170457,0.0
536,Vriezenveen,VZ,52.40203,6.60041,0.0
537,Vroomshoop,VHP,52.4571921,6.5696679,0.0
538,Vught,VG,51.655555725098,5.2919445037842,0.0
539,Waddinxveen,WAD,52.044166564941,4.6497220993042,1.0
540,Waddinxveen Noord,WADN,52.055000305176,4.6483335494995,1.0
541,Waddinxveen Triangel,WADT,52.02725,4.6491,1.0
542,Warffum,WFM,53.3908431,6.5671364,0.0
543,Weener,WR,53.16311,7.3442,0.0
544,Weert,WT,51.248611450195,5.7036108970642,0.0
545,Weesp,WP,52.3127784729,5.0430555343628,1.0
546,Wehl,WL,51.9578065,6.213844,0.0
547,Wels Hbf,WELS,48.166111,14.026667,0.0
548,Wesel,WESEL,51.655833,6.627222,0.0
549,Westervoort,WTV,51.96286,5.9695,0.0
550,Wezep,WZ,52.454166412354,6.0025000572205,0.0
551,Wien Hbf,WBF,48.185,16.375833,0.0
552,Wien Hütteldorf,WIENH,48.197222,16.261389,0.0
553,Wierden,WDN,52.361389160156,6.5916666984558,0.0
554,Wijchen,WC,51.811668395996,5.730833530426,0.0
555,Wijhe,WH,52.390277862549,6.1405553817749,0.0
556,Wildert,GWD,51.4277061,4.4633962,0.0
557,Winschoten,WS,53.1392377,7.035101,0.0
558,Winsum,WSM,53.3300994,6.5202905,0.0
559,Winterswijk,WW,51.9677307,6.7155181,0.0
560,Winterswijk West,WWW,51.97453,6.70417,0.0
561,Woerden,WD,52.084999084473,4.8936109542847,1.0
562,Wolfheze,WF,52.005554199219,5.7936110496521,0.0
563,Wolfsburg Hbf,HWOB,52.429492,10.788195,0.0
564,Wolvega,WV,52.880832672119,6.0036110877991,0.0
565,Wörgl,WORGL,47.49178,12.06059,0.0
566,Workum,WK,52.9724864,5.4564285,0.0
567,Wormerveer,WM,52.489166259766,4.7922220230103,0.0
568,Wuppertal Hbf,WUPPH,51.25433,7.14939,0.0
569,Wuppertal-Barmen,KWBA,51.267082,7.195929,0.0
570,Wuppertal-Oberbarmen,KWO,51.273839,7.221483,0.0
571,Wuppertal-Vohwinkel,WUPPV,51.23351,7.07237,0.0
572,Würzburg Hbf,WURZB,49.80179,9.9358,0.0
573,Zaandam,ZD,52.438888549805,4.8136110305786,1.0
574,Zaandam Kogerveld,ZDK,52.456665039062,4.8202776908875,1.0
575,Zaandijk Zaanse Schans,ZZS,52.469165802002,4.8049998283386,1.0
576,Zaltbommel,ZBM,51.80888748169,5.2633333206177,0.0
577,Zandvoort aan Zee,ZVT,52.3752784729,4.5327777862549,1.0
578,Zetten-Andelst,ZA,51.920056,5.7228408,0.0
579,Zevenaar,ZV,51.923053741455,6.0719442367554,0.0
580,Zevenbergen,ZVB,51.64042,4.60904,0.0
581,Zoetermeer,ZTM,52.047500610352,4.4772224426269,1.0
582,Zoetermeer Oost,ZTMO,52.046390533447,4.4927778244019,1.0
583,Zuidbroek,ZB,53.159612280006,6.8679141998291,0.0
584,Zuidhorn,ZH,53.2486292,6.4062361,0.0
585,Zürich HB,ZUE,47.37819,8.5392,0.0
586,Zutphen,ZP,52.145278930664,6.1941666603088,0.0
587,Zwijndrecht,ZWD,51.814998626709,4.6416668891907,1.0
588,Zwijndrecht (B),LZD,51.214167,4.33,0.0
589,Zwolle,ZL,52.504722595215,6.0919442176819,0.0
590,Zwolle Stadshagen,ZLSH,52.52764,6.05146,0.0
