Jaar;Maand;Dag;Uur;Aantal_check_ins;Referentie_pre_COVID_19;Referentie_vorig_jaar;Delta_actueel_pre_COVID_19;Delta_actueel_vorig_jaar
2020;1;1;0;31;115;115;-0.73;-0.73
2020;1;1;1;66;13;13;4;4
2020;1;1;2;77;6;6;12.75;12.75
2020;1;1;3;67;7;7;8.03;8.03
2020;1;1;4;66;20;20;2.27;2.27
2020;1;1;5;84;206;206;-0.59;-0.59
2020;1;1;6;95;1321;1321;-0.93;-0.93
2020;1;1;7;158;4420;4420;-0.96;-0.96
2020;1;1;8;176;4954;4954;-0.96;-0.96
2020;1;1;9;245;2745;2745;-0.91;-0.91
2020;1;1;10;335;2074;2074;-0.84;-0.84
2020;1;1;11;500;2142;2142;-0.77;-0.77
2020;1;1;12;714;2733;2733;-0.74;-0.74
2020;1;1;13;948;2633;2633;-0.64;-0.64
2020;1;1;14;1053;2974;2974;-0.65;-0.65
2020;1;1;15;1073;3595;3595;-0.7;-0.7
2020;1;1;16;1017;4168;4168;-0.76;-0.76
2020;1;1;17;862;4345;4345;-0.8;-0.8
2020;1;1;18;695;2451;2451;-0.72;-0.72
2020;1;1;19;630;1263;1263;-0.5;-0.5
2020;1;1;20;561;910;910;-0.38;-0.38
2020;1;1;21;464;845;845;-0.45;-0.45
2020;1;1;22;367;711;711;-0.48;-0.48
2020;1;1;23;248;407;407;-0.39;-0.39
2020;1;2;0;84;129;129;-0.35;-0.35
2020;1;2;1;10;13;13;-0.29;-0.29
2020;1;2;2;4;5;5;-0.17;-0.17
2020;1;2;3;7;8;8;-0.1;-0.1
2020;1;2;4;18;21;21;-0.11;-0.11
2020;1;2;5;153;214;214;-0.29;-0.29
2020;1;2;6;701;1410;1410;-0.5;-0.5
2020;1;2;7;1528;4664;4664;-0.67;-0.67
2020;1;2;8;1826;5362;5362;-0.66;-0.66
2020;1;2;9;1306;2970;2970;-0.56;-0.56
2020;1;2;10;1229;2180;2180;-0.44;-0.44
2020;1;2;11;1444;2177;2177;-0.34;-0.34
2020;1;2;12;1674;2651;2651;-0.37;-0.37
2020;1;2;13;1823;2666;2666;-0.32;-0.32
2020;1;2;14;1899;3149;3149;-0.4;-0.4
2020;1;2;15;2108;3822;3822;-0.45;-0.45
2020;1;2;16;2565;4415;4415;-0.42;-0.42
2020;1;2;17;2927;4678;4678;-0.37;-0.37
2020;1;2;18;1782;2746;2746;-0.35;-0.35
2020;1;2;19;1103;1501;1501;-0.26;-0.26
2020;1;2;20;897;1091;1091;-0.18;-0.18
2020;1;2;21;835;1059;1059;-0.21;-0.21
2020;1;2;22;645;850;850;-0.24;-0.24
2020;1;2;23;461;530;530;-0.13;-0.13
2020;1;3;0;176;195;195;-0.1;-0.1
2020;1;3;1;20;20;20;-0.02;-0.02
2020;1;3;2;7;8;8;-0.1;-0.1
2020;1;3;3;11;11;11;-0.05;-0.05
2020;1;3;4;24;26;26;-0.1;-0.1
2020;1;3;5;152;195;195;-0.22;-0.22
2020;1;3;6;655;1111;1111;-0.41;-0.41
2020;1;3;7;1421;3903;3903;-0.64;-0.64
2020;1;3;8;1812;4574;4574;-0.6;-0.6
2020;1;3;9;1430;2675;2675;-0.47;-0.47
2020;1;3;10;1334;2117;2117;-0.37;-0.37
2020;1;3;11;1578;2230;2230;-0.29;-0.29
2020;1;3;12;1883;2876;2876;-0.35;-0.35
2020;1;3;13;1963;2895;2895;-0.32;-0.32
2020;1;3;14;2077;3289;3289;-0.37;-0.37
2020;1;3;15;2285;3756;3756;-0.39;-0.39
2020;1;3;16;2637;3949;3949;-0.33;-0.33
2020;1;3;17;2896;4031;4031;-0.28;-0.28
2020;1;3;18;1987;2687;2687;-0.26;-0.26
2020;1;3;19;1288;1632;1632;-0.21;-0.21
2020;1;3;20;1023;1181;1181;-0.13;-0.13
2020;1;3;21;920;1055;1055;-0.13;-0.13
2020;1;3;22;812;993;993;-0.18;-0.18
2020;1;3;23;665;865;865;-0.23;-0.23
2020;1;4;0;316;425;425;-0.26;-0.26
2020;1;4;1;59;87;87;-0.32;-0.32
2020;1;4;2;26;36;36;-0.28;-0.28
2020;1;4;3;22;33;33;-0.33;-0.33
2020;1;4;4;28;37;37;-0.23;-0.23
2020;1;4;5;51;55;55;-0.08;-0.08
2020;1;4;6;127;149;149;-0.15;-0.15
2020;1;4;7;283;341;341;-0.17;-0.17
2020;1;4;8;546;698;698;-0.22;-0.22
2020;1;4;9;814;968;968;-0.16;-0.16
2020;1;4;10;1042;1127;1127;-0.08;-0.08
2020;1;4;11;1331;1418;1418;-0.06;-0.06
2020;1;4;12;1575;1655;1655;-0.05;-0.05
2020;1;4;13;1813;1853;1853;-0.02;-0.02
2020;1;4;14;1835;1887;1887;-0.03;-0.03
2020;1;4;15;1841;1843;1843;0;0
2020;1;4;16;1805;1856;1856;-0.03;-0.03
2020;1;4;17;1666;1772;1772;-0.06;-0.06
2020;1;4;18;1282;1408;1408;-0.09;-0.09
2020;1;4;19;1017;1095;1095;-0.07;-0.07
2020;1;4;20;858;906;906;-0.05;-0.05
2020;1;4;21;738;798;798;-0.07;-0.07
2020;1;4;22;710;816;816;-0.13;-0.13
2020;1;4;23;624;793;793;-0.21;-0.21
2020;1;5;0;337;389;389;-0.13;-0.13
2020;1;5;1;70;84;84;-0.16;-0.16
2020;1;5;2;33;39;39;-0.16;-0.16
2020;1;5;3;32;38;38;-0.16;-0.16
2020;1;5;4;35;40;40;-0.13;-0.13
2020;1;5;5;43;45;45;-0.05;-0.05
2020;1;5;6;47;48;48;-0.03;-0.03
2020;1;5;7;132;131;131;0;0
2020;1;5;8;273;286;286;-0.05;-0.05
2020;1;5;9;494;513;513;-0.04;-0.04
2020;1;5;10;670;691;691;-0.03;-0.03
2020;1;5;11;898;926;926;-0.03;-0.03
2020;1;5;12;1115;1131;1131;-0.01;-0.01
2020;1;5;13;1304;1308;1308;0;0
2020;1;5;14;1352;1330;1330;0.02;0.02
2020;1;5;15;1352;1335;1335;0.01;0.01
2020;1;5;16;1356;1321;1321;0.03;0.03
2020;1;5;17;1275;1275;1275;0;0
2020;1;5;18;1001;1075;1075;-0.07;-0.07
2020;1;5;19;854;936;936;-0.09;-0.09
2020;1;5;20;737;770;770;-0.04;-0.04
2020;1;5;21;609;629;629;-0.03;-0.03
2020;1;5;22;453;464;464;-0.02;-0.02
2020;1;5;23;261;282;282;-0.08;-0.08
2020;1;6;0;79;82;82;-0.04;-0.04
2020;1;6;1;9;9;9;-0.03;-0.03
2020;1;6;2;5;4;4;0.03;0.03
2020;1;6;3;7;6;6;0.06;0.06
2020;1;6;4;20;18;18;0.11;0.11
2020;1;6;5;229;220;220;0.04;0.04
2020;1;6;6;1427;1442;1442;-0.01;-0.01
2020;1;6;7;4138;4605;4605;-0.1;-0.1
2020;1;6;8;4790;5145;5145;-0.07;-0.07
2020;1;6;9;2862;2787;2787;0.03;0.03
2020;1;6;10;2084;2110;2110;-0.01;-0.01
2020;1;6;11;2072;2111;2111;-0.02;-0.02
2020;1;6;12;2417;2547;2547;-0.05;-0.05
2020;1;6;13;2367;2471;2471;-0.04;-0.04
2020;1;6;14;2802;2931;2931;-0.04;-0.04
2020;1;6;15;3574;3693;3693;-0.03;-0.03
2020;1;6;16;4387;4353;4353;0.01;0.01
2020;1;6;17;4758;4671;4671;0.02;0.02
2020;1;6;18;2387;2487;2487;-0.04;-0.04
2020;1;6;19;1127;1204;1204;-0.06;-0.06
2020;1;6;20;809;839;839;-0.03;-0.03
2020;1;6;21;701;750;750;-0.06;-0.06
2020;1;6;22;542;573;573;-0.05;-0.05
2020;1;6;23;313;348;348;-0.1;-0.1
2020;1;7;0;96;104;104;-0.08;-0.08
2020;1;7;1;10;10;10;-0.01;-0.01
2020;1;7;2;4;4;4;0.03;0.03
2020;1;7;3;7;6;6;0.1;0.1
2020;1;7;4;21;19;19;0.14;0.14
2020;1;7;5;228;217;217;0.05;0.05
2020;1;7;6;1480;1478;1478;0;0
2020;1;7;7;4857;4744;4744;0.02;0.02
2020;1;7;8;5426;5285;5285;0.03;0.03
2020;1;7;9;2876;2871;2871;0;0
2020;1;7;10;2055;2134;2134;-0.04;-0.04
2020;1;7;11;2055;2148;2148;-0.04;-0.04
2020;1;7;12;2569;2654;2654;-0.03;-0.03
2020;1;7;13;2602;2636;2636;-0.01;-0.01
2020;1;7;14;3152;3121;3121;0.01;0.01
2020;1;7;15;3825;3737;3737;0.02;0.02
2020;1;7;16;4466;4342;4342;0.03;0.03
2020;1;7;17;4855;4644;4644;0.05;0.05
2020;1;7;18;2526;2583;2583;-0.02;-0.02
2020;1;7;19;1180;1270;1270;-0.07;-0.07
2020;1;7;20;834;900;900;-0.07;-0.07
2020;1;7;21;751;828;828;-0.09;-0.09
2020;1;7;22;589;668;668;-0.12;-0.12
2020;1;7;23;351;386;386;-0.09;-0.09
2020;1;8;0;103;115;115;-0.11;-0.11
2020;1;8;1;11;13;13;-0.17;-0.17
2020;1;8;2;5;6;6;-0.1;-0.1
2020;1;8;3;7;7;7;-0.11;-0.11
2020;1;8;4;20;20;20;-0.02;-0.02
2020;1;8;5;208;206;206;0.01;0.01
2020;1;8;6;1321;1321;1321;0;0
2020;1;8;7;4477;4420;4420;0.01;0.01
2020;1;8;8;5061;4954;4954;0.02;0.02
2020;1;8;9;2812;2745;2745;0.02;0.02
2020;1;8;10;2040;2074;2074;-0.02;-0.02
2020;1;8;11;2094;2142;2142;-0.02;-0.02
2020;1;8;12;2708;2733;2733;-0.01;-0.01
2020;1;8;13;2605;2633;2633;-0.01;-0.01
2020;1;8;14;2991;2974;2974;0.01;0.01
2020;1;8;15;3675;3595;3595;0.02;0.02
2020;1;8;16;4309;4168;4168;0.03;0.03
2020;1;8;17;4464;4345;4345;0.03;0.03
2020;1;8;18;2434;2451;2451;-0.01;-0.01
2020;1;8;19;1221;1263;1263;-0.03;-0.03
2020;1;8;20;888;910;910;-0.02;-0.02
2020;1;8;21;819;845;845;-0.03;-0.03
2020;1;8;22;672;711;711;-0.05;-0.05
2020;1;8;23;379;407;407;-0.07;-0.07
2020;1;9;0;117;129;129;-0.09;-0.09
2020;1;9;1;13;13;13;-0.05;-0.05
2020;1;9;2;5;5;5;-0.04;-0.04
2020;1;9;3;7;8;8;-0.08;-0.08
2020;1;9;4;18;21;21;-0.12;-0.12
2020;1;9;5;219;214;214;0.02;0.02
2020;1;9;6;1429;1410;1410;0.01;0.01
2020;1;9;7;4825;4664;4664;0.03;0.03
2020;1;9;8;5632;5362;5362;0.05;0.05
2020;1;9;9;2999;2970;2970;0.01;0.01
2020;1;9;10;2142;2180;2180;-0.02;-0.02
2020;1;9;11;2112;2177;2177;-0.03;-0.03
2020;1;9;12;2647;2651;2651;0;0
2020;1;9;13;2660;2666;2666;0;0
2020;1;9;14;3197;3149;3149;0.02;0.02
2020;1;9;15;3938;3822;3822;0.03;0.03
2020;1;9;16;4603;4415;4415;0.04;0.04
2020;1;9;17;4913;4678;4678;0.05;0.05
2020;1;9;18;2748;2746;2746;0;0
2020;1;9;19;1471;1501;1501;-0.02;-0.02
2020;1;9;20;1044;1091;1091;-0.04;-0.04
2020;1;9;21;1008;1059;1059;-0.05;-0.05
2020;1;9;22;808;850;850;-0.05;-0.05
2020;1;9;23;499;530;530;-0.06;-0.06
2020;1;10;0;167;195;195;-0.15;-0.15
2020;1;10;1;18;20;20;-0.1;-0.1
2020;1;10;2;8;8;8;0.01;0.01
2020;1;10;3;11;11;11;0.01;0.01
2020;1;10;4;25;26;26;-0.06;-0.06
2020;1;10;5;191;195;195;-0.02;-0.02
2020;1;10;6;1128;1111;1111;0.02;0.02
2020;1;10;7;3987;3903;3903;0.02;0.02
2020;1;10;8;4700;4574;4574;0.03;0.03
2020;1;10;9;2676;2675;2675;0;0
2020;1;10;10;2041;2117;2117;-0.04;-0.04
2020;1;10;11;2167;2230;2230;-0.03;-0.03
2020;1;10;12;2808;2876;2876;-0.02;-0.02
2020;1;10;13;2825;2895;2895;-0.02;-0.02
2020;1;10;14;3329;3289;3289;0.01;0.01
2020;1;10;15;3812;3756;3756;0.02;0.02
2020;1;10;16;4007;3949;3949;0.01;0.01
2020;1;10;17;4098;4031;4031;0.02;0.02
2020;1;10;18;2630;2687;2687;-0.02;-0.02
2020;1;10;19;1567;1632;1632;-0.04;-0.04
2020;1;10;20;1158;1181;1181;-0.02;-0.02
2020;1;10;21;1032;1055;1055;-0.02;-0.02
2020;1;10;22;975;993;993;-0.02;-0.02
2020;1;10;23;829;865;865;-0.04;-0.04
2020;1;11;0;415;425;425;-0.02;-0.02
2020;1;11;1;86;87;87;0;0
2020;1;11;2;37;36;36;0.02;0.02
2020;1;11;3;31;33;33;-0.05;-0.05
2020;1;11;4;36;37;37;-0.02;-0.02
2020;1;11;5;56;55;55;0.01;0.01
2020;1;11;6;140;149;149;-0.06;-0.06
2020;1;11;7;324;341;341;-0.05;-0.05
2020;1;11;8;649;698;698;-0.07;-0.07
2020;1;11;9;925;968;968;-0.04;-0.04
2020;1;11;10;1128;1127;1127;0;0
2020;1;11;11;1404;1418;1418;-0.01;-0.01
2020;1;11;12;1651;1655;1655;0;0
2020;1;11;13;1880;1853;1853;0.01;0.01
2020;1;11;14;1893;1887;1887;0;0
2020;1;11;15;1902;1843;1843;0.03;0.03
2020;1;11;16;1927;1856;1856;0.04;0.04
2020;1;11;17;1843;1772;1772;0.04;0.04
2020;1;11;18;1419;1408;1408;0.01;0.01
2020;1;11;19;1092;1095;1095;0;0
2020;1;11;20;894;906;906;-0.01;-0.01
2020;1;11;21;790;798;798;-0.01;-0.01
2020;1;11;22;818;816;816;0;0
2020;1;11;23;752;793;793;-0.05;-0.05
2020;1;12;0;405;389;389;0.04;0.04
2020;1;12;1;90;84;84;0.07;0.07
2020;1;12;2;41;39;39;0.03;0.03
2020;1;12;3;38;38;38;0.01;0.01
2020;1;12;4;42;40;40;0.05;0.05
2020;1;12;5;47;45;45;0.05;0.05
2020;1;12;6;49;48;48;0.02;0.02
2020;1;12;7;139;131;131;0.06;0.06
2020;1;12;8;294;286;286;0.03;0.03
2020;1;12;9;538;513;513;0.05;0.05
2020;1;12;10;745;691;691;0.08;0.08
2020;1;12;11;971;926;926;0.05;0.05
2020;1;12;12;1180;1131;1131;0.04;0.04
2020;1;12;13;1354;1308;1308;0.03;0.03
2020;1;12;14;1351;1330;1330;0.02;0.02
2020;1;12;15;1340;1335;1335;0;0
2020;1;12;16;1384;1321;1321;0.05;0.05
2020;1;12;17;1332;1275;1275;0.04;0.04
2020;1;12;18;1069;1075;1075;-0.01;-0.01
2020;1;12;19;915;936;936;-0.02;-0.02
2020;1;12;20;800;770;770;0.04;0.04
2020;1;12;21;686;629;629;0.09;0.09
2020;1;12;22;485;464;464;0.05;0.05
2020;1;12;23;272;282;282;-0.03;-0.03
2020;1;13;0;89;82;82;0.08;0.08
2020;1;13;1;11;9;9;0.24;0.24
2020;1;13;2;4;4;4;-0.1;-0.1
2020;1;13;3;7;6;6;0.13;0.13
2020;1;13;4;21;18;18;0.15;0.15
2020;1;13;5;231;220;220;0.05;0.05
2020;1;13;6;1471;1442;1442;0.02;0.02
2020;1;13;7;4654;4605;4605;0.01;0.01
2020;1;13;8;5237;5145;5145;0.02;0.02
2020;1;13;9;2862;2787;2787;0.03;0.03
2020;1;13;10;2134;2110;2110;0.01;0.01
2020;1;13;11;2104;2111;2111;0;0
2020;1;13;12;2561;2547;2547;0.01;0.01
2020;1;13;13;2506;2471;2471;0.01;0.01
2020;1;13;14;2965;2931;2931;0.01;0.01
2020;1;13;15;3723;3693;3693;0.01;0.01
2020;1;13;16;4487;4353;4353;0.03;0.03
2020;1;13;17;4780;4671;4671;0.02;0.02
2020;1;13;18;2514;2487;2487;0.01;0.01
2020;1;13;19;1230;1204;1204;0.02;0.02
2020;1;13;20;865;839;839;0.03;0.03
2020;1;13;21;763;750;750;0.02;0.02
2020;1;13;22;592;573;573;0.03;0.03
2020;1;13;23;324;348;348;-0.07;-0.07
2020;1;14;0;103;104;104;-0.01;-0.01
2020;1;14;1;14;10;10;0.34;0.34
2020;1;14;2;6;4;4;0.37;0.37
2020;1;14;3;8;6;6;0.33;0.33
2020;1;14;4;20;19;19;0.07;0.07
2020;1;14;5;236;217;217;0.09;0.09
2020;1;14;6;1555;1478;1478;0.05;0.05
2020;1;14;7;5116;4744;4744;0.08;0.08
2020;1;14;8;5790;5285;5285;0.1;0.1
2020;1;14;9;3091;2871;2871;0.08;0.08
2020;1;14;10;2194;2134;2134;0.03;0.03
2020;1;14;11;2180;2148;2148;0.01;0.01
2020;1;14;12;2754;2654;2654;0.04;0.04
2020;1;14;13;2735;2636;2636;0.04;0.04
2020;1;14;14;3276;3121;3121;0.05;0.05
2020;1;14;15;3910;3737;3737;0.05;0.05
2020;1;14;16;4655;4342;4342;0.07;0.07
2020;1;14;17;5087;4644;4644;0.1;0.1
2020;1;14;18;2757;2583;2583;0.07;0.07
2020;1;14;19;1313;1270;1270;0.03;0.03
2020;1;14;20;929;900;900;0.03;0.03
2020;1;14;21;857;828;828;0.04;0.04
2020;1;14;22;706;668;668;0.06;0.06
2020;1;14;23;389;386;386;0.01;0.01
2020;1;15;0;119;115;115;0.03;0.03
2020;1;15;1;13;13;13;-0.03;-0.03
2020;1;15;2;6;6;6;0.15;0.15
2020;1;15;3;8;7;7;0.08;0.08
2020;1;15;4;22;20;20;0.09;0.09
2020;1;15;5;212;206;206;0.03;0.03
2020;1;15;6;1343;1321;1321;0.02;0.02
2020;1;15;7;4449;4420;4420;0.01;0.01
2020;1;15;8;5131;4954;4954;0.04;0.04
2020;1;15;9;2908;2745;2745;0.06;0.06
2020;1;15;10;2170;2074;2074;0.05;0.05
2020;1;15;11;2232;2142;2142;0.04;0.04
2020;1;15;12;2897;2733;2733;0.06;0.06
2020;1;15;13;2738;2633;2633;0.04;0.04
2020;1;15;14;3109;2974;2974;0.05;0.05
2020;1;15;15;3744;3595;3595;0.04;0.04
2020;1;15;16;4297;4168;4168;0.03;0.03
2020;1;15;17;4471;4345;4345;0.03;0.03
2020;1;15;18;2530;2451;2451;0.03;0.03
2020;1;15;19;1299;1263;1263;0.03;0.03
2020;1;15;20;938;910;910;0.03;0.03
2020;1;15;21;898;845;845;0.06;0.06
2020;1;15;22;753;711;711;0.06;0.06
2020;1;15;23;413;407;407;0.01;0.01
2020;1;16;0;131;129;129;0.02;0.02
2020;1;16;1;13;13;13;-0.03;-0.03
2020;1;16;2;6;5;5;0.14;0.14
2020;1;16;3;9;8;8;0.15;0.15
2020;1;16;4;22;21;21;0.04;0.04
2020;1;16;5;221;214;214;0.03;0.03
2020;1;16;6;1429;1410;1410;0.01;0.01
2020;1;16;7;4652;4664;4664;0;0
2020;1;16;8;5427;5362;5362;0.01;0.01
2020;1;16;9;3028;2970;2970;0.02;0.02
2020;1;16;10;2278;2180;2180;0.04;0.04
2020;1;16;11;2240;2177;2177;0.03;0.03
2020;1;16;12;2751;2651;2651;0.04;0.04
2020;1;16;13;2733;2666;2666;0.02;0.02
2020;1;16;14;3204;3149;3149;0.02;0.02
2020;1;16;15;3827;3822;3822;0;0
2020;1;16;16;4464;4415;4415;0.01;0.01
2020;1;16;17;4819;4678;4678;0.03;0.03
2020;1;16;18;2795;2746;2746;0.02;0.02
2020;1;16;19;1493;1501;1501;-0.01;-0.01
2020;1;16;20;1107;1091;1091;0.01;0.01
2020;1;16;21;1085;1059;1059;0.03;0.03
2020;1;16;22;892;850;850;0.05;0.05
2020;1;16;23;535;530;530;0.01;0.01
2020;1;17;0;174;195;195;-0.11;-0.11
2020;1;17;1;18;20;20;-0.12;-0.12
2020;1;17;2;8;8;8;-0.01;-0.01
2020;1;17;3;12;11;11;0.05;0.05
2020;1;17;4;28;26;26;0.07;0.07
2020;1;17;5;199;195;195;0.02;0.02
2020;1;17;6;1106;1111;1111;0;0
2020;1;17;7;3829;3903;3903;-0.02;-0.02
2020;1;17;8;4616;4574;4574;0.01;0.01
2020;1;17;9;2734;2675;2675;0.02;0.02
2020;1;17;10;2141;2117;2117;0.01;0.01
2020;1;17;11;2251;2230;2230;0.01;0.01
2020;1;17;12;2875;2876;2876;0;0
2020;1;17;13;2871;2895;2895;-0.01;-0.01
2020;1;17;14;3248;3289;3289;-0.01;-0.01
2020;1;17;15;3674;3756;3756;-0.02;-0.02
2020;1;17;16;3923;3949;3949;-0.01;-0.01
2020;1;17;17;4097;4031;4031;0.02;0.02
2020;1;17;18;2726;2687;2687;0.01;0.01
2020;1;17;19;1619;1632;1632;-0.01;-0.01
2020;1;17;20;1205;1181;1181;0.02;0.02
2020;1;17;21;1064;1055;1055;0.01;0.01
2020;1;17;22;1017;993;993;0.02;0.02
2020;1;17;23;853;865;865;-0.01;-0.01
2020;1;18;0;424;425;425;0;0
2020;1;18;1;84;87;87;-0.03;-0.03
2020;1;18;2;34;36;36;-0.06;-0.06
2020;1;18;3;32;33;33;-0.02;-0.02
2020;1;18;4;38;37;37;0.02;0.02
2020;1;18;5;59;55;55;0.06;0.06
2020;1;18;6;148;149;149;-0.01;-0.01
2020;1;18;7;351;341;341;0.03;0.03
2020;1;18;8;706;698;698;0.01;0.01
2020;1;18;9;1002;968;968;0.04;0.04
2020;1;18;10;1189;1127;1127;0.06;0.06
2020;1;18;11;1469;1418;1418;0.04;0.04
2020;1;18;12;1732;1655;1655;0.05;0.05
2020;1;18;13;1920;1853;1853;0.04;0.04
2020;1;18;14;1982;1887;1887;0.05;0.05
2020;1;18;15;1972;1843;1843;0.07;0.07
2020;1;18;16;1927;1856;1856;0.04;0.04
2020;1;18;17;1861;1772;1772;0.05;0.05
2020;1;18;18;1494;1408;1408;0.06;0.06
2020;1;18;19;1134;1095;1095;0.04;0.04
2020;1;18;20;936;906;906;0.03;0.03
2020;1;18;21;875;798;798;0.1;0.1
2020;1;18;22;874;816;816;0.07;0.07
2020;1;18;23;798;793;793;0.01;0.01
2020;1;19;0;412;389;389;0.06;0.06
2020;1;19;1;92;84;84;0.09;0.09
2020;1;19;2;41;39;39;0.05;0.05
2020;1;19;3;41;38;38;0.08;0.08
2020;1;19;4;44;40;40;0.11;0.11
2020;1;19;5;48;45;45;0.06;0.06
2020;1;19;6;52;48;48;0.08;0.08
2020;1;19;7;146;131;131;0.11;0.11
2020;1;19;8;321;286;286;0.12;0.12
2020;1;19;9;582;513;513;0.13;0.13
2020;1;19;10;784;691;691;0.13;0.13
2020;1;19;11;1059;926;926;0.14;0.14
2020;1;19;12;1317;1131;1131;0.17;0.17
2020;1;19;13;1512;1308;1308;0.16;0.16
2020;1;19;14;1464;1330;1330;0.1;0.1
2020;1;19;15;1420;1335;1335;0.06;0.06
2020;1;19;16;1540;1321;1321;0.17;0.17
2020;1;19;17;1424;1275;1275;0.12;0.12
2020;1;19;18;1146;1075;1075;0.07;0.07
2020;1;19;19;959;936;936;0.03;0.03
2020;1;19;20;831;770;770;0.08;0.08
2020;1;19;21;669;629;629;0.06;0.06
2020;1;19;22;488;464;464;0.05;0.05
2020;1;19;23;288;282;282;0.02;0.02
2020;1;20;0;87;82;82;0.05;0.05
2020;1;20;1;11;9;9;0.15;0.15
2020;1;20;2;5;4;4;0.02;0.02
2020;1;20;3;7;6;6;0.13;0.13
2020;1;20;4;19;18;18;0.04;0.04
2020;1;20;5;231;220;220;0.05;0.05
2020;1;20;6;1455;1442;1442;0.01;0.01
2020;1;20;7;4502;4605;4605;-0.02;-0.02
2020;1;20;8;5115;5145;5145;-0.01;-0.01
2020;1;20;9;2814;2787;2787;0.01;0.01
2020;1;20;10;2150;2110;2110;0.02;0.02
2020;1;20;11;2160;2111;2111;0.02;0.02
2020;1;20;12;2593;2547;2547;0.02;0.02
2020;1;20;13;2534;2471;2471;0.03;0.03
2020;1;20;14;2929;2931;2931;0;0
2020;1;20;15;3624;3693;3693;-0.02;-0.02
2020;1;20;16;4320;4353;4353;-0.01;-0.01
2020;1;20;17;4673;4671;4671;0;0
2020;1;20;18;2481;2487;2487;0;0
2020;1;20;19;1216;1204;1204;0.01;0.01
2020;1;20;20;862;839;839;0.03;0.03
2020;1;20;21;766;750;750;0.02;0.02
2020;1;20;22;604;573;573;0.05;0.05
2020;1;20;23;347;348;348;0;0
2020;1;21;0;107;104;104;0.03;0.03
2020;1;21;1;12;10;10;0.13;0.13
2020;1;21;2;5;4;4;0.1;0.1
2020;1;21;3;6;6;6;-0.05;-0.05
2020;1;21;4;20;19;19;0.04;0.04
2020;1;21;5;226;217;217;0.04;0.04
2020;1;21;6;1476;1478;1478;0;0
2020;1;21;7;4668;4744;4744;-0.02;-0.02
2020;1;21;8;5348;5285;5285;0.01;0.01
2020;1;21;9;2979;2871;2871;0.04;0.04
2020;1;21;10;2184;2134;2134;0.02;0.02
2020;1;21;11;2193;2148;2148;0.02;0.02
2020;1;21;12;2728;2654;2654;0.03;0.03
2020;1;21;13;2674;2636;2636;0.01;0.01
2020;1;21;14;3094;3121;3121;-0.01;-0.01
2020;1;21;15;3697;3737;3737;-0.01;-0.01
2020;1;21;16;4375;4342;4342;0.01;0.01
2020;1;21;17;4788;4644;4644;0.03;0.03
2020;1;21;18;2624;2583;2583;0.02;0.02
2020;1;21;19;1287;1270;1270;0.01;0.01
2020;1;21;20;934;900;900;0.04;0.04
2020;1;21;21;838;828;828;0.01;0.01
2020;1;21;22;683;668;668;0.02;0.02
2020;1;21;23;392;386;386;0.01;0.01
2020;1;22;0;114;115;115;-0.01;-0.01
2020;1;22;1;12;13;13;-0.07;-0.07
2020;1;22;2;6;6;6;0.05;0.05
2020;1;22;3;7;7;7;-0.05;-0.05
2020;1;22;4;21;20;20;0.03;0.03
2020;1;22;5;212;206;206;0.03;0.03
2020;1;22;6;1311;1321;1321;-0.01;-0.01
2020;1;22;7;4209;4420;4420;-0.05;-0.05
2020;1;22;8;4873;4954;4954;-0.02;-0.02
2020;1;22;9;2785;2745;2745;0.01;0.01
2020;1;22;10;2162;2074;2074;0.04;0.04
2020;1;22;11;2244;2142;2142;0.05;0.05
2020;1;22;12;2791;2733;2733;0.02;0.02
2020;1;22;13;2673;2633;2633;0.01;0.01
2020;1;22;14;3003;2974;2974;0.01;0.01
2020;1;22;15;3508;3595;3595;-0.02;-0.02
2020;1;22;16;4137;4168;4168;-0.01;-0.01
2020;1;22;17;4389;4345;4345;0.01;0.01
2020;1;22;18;2523;2451;2451;0.03;0.03
2020;1;22;19;1391;1263;1263;0.1;0.1
2020;1;22;20;947;910;910;0.04;0.04
2020;1;22;21;873;845;845;0.03;0.03
2020;1;22;22;838;711;711;0.18;0.18
2020;1;22;23;533;407;407;0.31;0.31
2020;1;23;0;150;129;129;0.16;0.16
2020;1;23;1;14;13;13;0.08;0.08
2020;1;23;2;6;5;5;0.08;0.08
2020;1;23;3;8;8;8;0.02;0.02
2020;1;23;4;20;21;21;-0.05;-0.05
2020;1;23;5;224;214;214;0.04;0.04
2020;1;23;6;1410;1410;1410;0;0
2020;1;23;7;4518;4664;4664;-0.03;-0.03
2020;1;23;8;5283;5362;5362;-0.01;-0.01
2020;1;23;9;2946;2970;2970;-0.01;-0.01
2020;1;23;10;2222;2180;2180;0.02;0.02
2020;1;23;11;2260;2177;2177;0.04;0.04
2020;1;23;12;2753;2651;2651;0.04;0.04
2020;1;23;13;2731;2666;2666;0.02;0.02
2020;1;23;14;3133;3149;3149;-0.01;-0.01
2020;1;23;15;3755;3822;3822;-0.02;-0.02
2020;1;23;16;4354;4415;4415;-0.01;-0.01
2020;1;23;17;4746;4678;4678;0.01;0.01
2020;1;23;18;2758;2746;2746;0;0
2020;1;23;19;1495;1501;1501;0;0
2020;1;23;20;1137;1091;1091;0.04;0.04
2020;1;23;21;1098;1059;1059;0.04;0.04
2020;1;23;22;909;850;850;0.07;0.07
