DataOwnerCode,OperatingDay,LinePlanningNumber,JourneyNumber,ReinforcementNumber,TimingLinkOrder,UserStopCodeBegin,UserStopCodeEnd,Occupancy,VehicleType,TotalNumberOfCoaches
ARR,2024-10-07,376,37648,0,1,EEM,GN,2,GTW,3.0
ARR,2024-10-07,376,37649,0,1,GN,EEM,2,GTW,5.0
ARR,2024-10-07,376,37651,0,1,GN,EEM,2,GTW,5.0
ARR,2024-10-07,376,37653,0,1,GN,EEM,2,GTW,6.0
ARR,2024-10-07,376,37654,0,1,EEM,GN,1,GTW,3.0
ARR,2024-10-07,376,37655,0,1,GN,EEM,2,GTW,3.0
ARR,2024-10-07,376,37657,0,1,GN,RD,2,GTW,5.0
ARR,2024-10-07,376,37659,0,1,GN,RD,2,GTW,3.0
ARR,2024-10-07,376,37660,0,1,EEM,GN,2,GTW,5.0
ARR,2024-10-07,376,37661,0,1,GN,EEM,2,GTW,2.0
ARR,2024-10-07,376,37662,0,1,EEM,GN,2,GTW,5.0
ARR,2024-10-07,376,37663,0,1,GN,EEM,2,GTW,2.0
ARR,2024-10-07,376,37664,0,1,EEM,GN,2,GTW,6.0
ARR,2024-10-07,376,37665,0,1,GN,RD,2,GTW,2.0
ARR,2024-10-07,376,37666,0,1,EEM,GN,1,GTW,3.0
ARR,2024-10-07,376,37667,0,1,GN,RD,2,GTW,3.0
ARR,2024-10-07,376,37669,0,1,GN,RD,2,GTW,2.0
ARR,2024-10-07,376,37671,0,1,GN,RD,2,GTW,2.0
ARR,2024-10-07,376,37672,0,1,EEM,GN,1,GTW,2.0
ARR,2024-10-07,376,37673,0,1,GN,RD,2,GTW,3.0
ARR,2024-10-07,376,37674,0,1,EEM,GN,1,GTW,2.0
ARR,2024-10-07,376,37677,0,1,GN,RD,2,GTW,2.0
ARR,2024-10-07,376,37681,0,1,GN,RD,2,GTW,2.0
ARR,2024-10-07,376,37685,0,1,GN,RD,2,GTW,3.0
ARR,2024-10-07,376,37618,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37620,0,2,RD,GN,1,GTW,3.0
ARR,2024-10-07,376,37630,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37632,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37636,0,2,RD,GN,2,GTW,2.0
ARR,2024-10-07,376,37638,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37640,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37646,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37650,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37652,0,2,RD,GN,2,GTW,2.0
ARR,2024-10-07,376,37656,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37658,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37668,0,2,RD,GN,2,GTW,5.0
ARR,2024-10-07,376,37670,0,2,RD,GN,2,GTW,3.0
ARR,2024-10-07,376,37676,0,2,RD,GN,2,GTW,2.0
ARR,2024-10-07,376,37678,0,2,RD,GN,1,GTW,3.0
ARR,2024-10-07,376,37680,0,2,RD,GN,1,GTW,2.0
ARR,2024-10-07,376,37682,0,2,RD,GN,1,GTW,2.0
ARR,2024-10-07,376,37684,0,2,RD,GN,1,GTW,3.0
ARR,2024-10-07,376,37688,0,2,RD,GN,1,GTW,2.0
ARR,2024-10-07,376,37692,0,2,RD,GN,1,GTW,2.0
ARR,2024-10-07,376,37696,0,2,RD,GN,1,GTW,3.0
ARR,2024-10-07,376,37604,0,6,EEM,GN,2,GTW,2.0
ARR,2024-10-07,376,37606,0,6,EEM,GN,2,GTW,2.0
ARR,2024-10-07,377,37709,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37711,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37713,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37715,0,1,GN,DZ,2,GTW,6.0
ARR,2024-10-07,377,37717,0,1,GN,DZ,2,GTW,5.0
ARR,2024-10-07,377,37718,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37719,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37720,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37721,0,1,GN,DZ,2,GTW,6.0
ARR,2024-10-07,377,37722,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37723,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37724,0,1,DZ,GN,2,GTW,6.0
ARR,2024-10-07,377,37725,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37726,0,1,DZ,GN,2,GTW,5.0
ARR,2024-10-07,377,37727,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37728,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37729,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37730,0,1,DZ,GN,2,GTW,6.0
ARR,2024-10-07,377,37731,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37732,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37733,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37734,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37735,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37736,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37737,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37738,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37739,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37740,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37741,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37742,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37743,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37744,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37745,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37746,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37747,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37748,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37749,0,1,GN,DZ,2,GTW,4.0
ARR,2024-10-07,377,37750,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37751,0,1,GN,DZ,2,GTW,6.0
ARR,2024-10-07,377,37752,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37753,0,1,GN,DZ,2,GTW,4.0
ARR,2024-10-07,377,37754,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37755,0,1,GN,DZ,2,GTW,4.0
ARR,2024-10-07,377,37756,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37757,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37758,0,1,DZ,GN,2,GTW,4.0
ARR,2024-10-07,377,37759,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37760,0,1,DZ,GN,2,GTW,6.0
ARR,2024-10-07,377,37761,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37762,0,1,DZ,GN,2,GTW,4.0
ARR,2024-10-07,377,37763,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37764,0,1,DZ,GN,2,GTW,4.0
ARR,2024-10-07,377,37765,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37766,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37767,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37768,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37769,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37770,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37771,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37772,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37773,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37774,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37776,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37777,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37778,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37780,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37781,0,1,GN,DZ,2,GTW,3.0
ARR,2024-10-07,377,37782,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37785,0,1,GN,DZ,2,GTW,2.0
ARR,2024-10-07,377,37786,0,1,DZ,GN,2,GTW,2.0
ARR,2024-10-07,377,37790,0,1,DZ,GN,2,GTW,3.0
ARR,2024-10-07,377,37794,0,1,DZ,GN,1,GTW,2.0
ARR,2024-10-07,378,37812,0,1,GN,VDM,2,GTW,4.0
ARR,2024-10-07,378,37814,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37816,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37818,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37820,0,1,GN,VDM,2,GTW,6.0
ARR,2024-10-07,378,37822,0,1,GN,VDM,2,GTW,7.0
ARR,2024-10-07,378,37824,0,1,GN,VDM,2,GTW,6.0
ARR,2024-10-07,378,37826,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37828,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37830,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37832,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37834,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37836,0,1,GN,VDM,2,GTW,4.0
ARR,2024-10-07,378,37837,0,1,VDM,GN,1,GTW,3.0
ARR,2024-10-07,378,37838,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37840,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37842,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37844,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37846,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37848,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37850,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37852,0,1,GN,VDM,3,GTW,3.0
ARR,2024-10-07,378,37854,0,1,GN,VDM,3,GTW,3.0
ARR,2024-10-07,378,37856,0,1,GN,VDM,2,GTW,6.0
ARR,2024-10-07,378,37858,0,1,GN,VDM,2,GTW,4.0
ARR,2024-10-07,378,37860,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37862,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37864,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37866,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37868,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37870,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37872,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37876,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37880,0,1,GN,VDM,2,GTW,3.0
ARR,2024-10-07,378,37884,0,1,GN,VDM,2,GTW,2.0
ARR,2024-10-07,378,37888,0,1,GN,VDM,2,GTW,2.0
ARR,2024-10-07,379,37916,0,1,GN,WS,2,GTW,4.0
ARR,2024-10-07,379,37917,0,1,WS,GN,2,GTW,4.0
ARR,2024-10-07,379,37918,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37919,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37920,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37921,0,1,WS,GN,3,GTW,3.0
ARR,2024-10-07,379,37922,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37923,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37924,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37925,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37950,0,1,GN,WS,2,GTW,6.0
ARR,2024-10-07,379,37951,0,1,WS,GN,2,GTW,6.0
ARR,2024-10-07,379,37952,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37953,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37954,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37955,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37956,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37957,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37958,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37959,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37960,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37961,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37962,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37963,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37964,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37965,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,379,37966,0,1,GN,WS,2,GTW,3.0
ARR,2024-10-07,379,37967,0,1,WS,GN,2,GTW,3.0
ARR,2024-10-07,38,3811,0,1,ZL,EMN,2,GTW,8.0
ARR,2024-10-07,38,3815,0,1,ZL,EMN,2,GTW,5.0
ARR,2024-10-07,38,3819,0,1,ZL,EMN,2,GTW,5.0
ARR,2024-10-07,38,3823,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3827,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3831,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3835,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3839,0,1,ZL,EMN,3,GTW,3.0
ARR,2024-10-07,38,3843,0,1,ZL,EMN,3,GTW,3.0
ARR,2024-10-07,38,3847,0,1,ZL,EMN,4,GTW,3.0
ARR,2024-10-07,38,3859,0,1,ZL,EMN,3,GTW,3.0
ARR,2024-10-07,38,3863,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3867,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3871,0,1,ZL,EMN,2,GTW,2.0
ARR,2024-10-07,38,3875,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,38,3879,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,380,38013,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38026,0,1,SK,LW,2,WINK,
ARR,2024-10-07,380,38028,0,1,SK,LW,2,GTW,2.0
ARR,2024-10-07,380,38030,0,1,SK,LW,2,WINK,
ARR,2024-10-07,380,38032,0,1,SK,LW,2,WINK,
ARR,2024-10-07,380,38045,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38047,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38049,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38051,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38053,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38055,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38057,0,1,LW,SK,2,WINK,
ARR,2024-10-07,380,38074,0,1,SK,LW,2,WINK,
ARR,2024-10-07,80,8009,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8013,0,1,ZL,EMN,2,GTW,6.0
ARR,2024-10-07,80,8017,0,1,ZL,EMN,2,GTW,6.0
ARR,2024-10-07,80,8021,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8025,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8029,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8033,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8037,0,1,ZL,EMN,4,GTW,3.0
ARR,2024-10-07,80,8041,0,1,ZL,EMN,3,GTW,3.0
ARR,2024-10-07,80,8045,0,1,ZL,EMN,4,GTW,3.0
ARR,2024-10-07,80,8049,0,1,ZL,EMN,3,GTW,5.0
ARR,2024-10-07,80,8051,0,1,ZL,EMN,3,GTW,5.0
ARR,2024-10-07,80,8053,0,1,ZL,EMN,3,GTW,6.0
ARR,2024-10-07,80,8055,0,1,ZL,EMN,2,GTW,5.0
ARR,2024-10-07,80,8057,0,1,ZL,EMN,4,GTW,3.0
ARR,2024-10-07,80,8061,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8065,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8069,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8073,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8077,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-07,80,8081,0,1,ZL,EMN,2,GTW,2.0
ARR,2024-10-07,80,8083,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-08,138,13815,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13817,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13824,0,1,EMN,ZL,2,GTW,3.0
ARR,2024-10-08,138,13826,0,1,EMN,ZL,2,GTW,3.0
ARR,2024-10-08,138,13828,0,1,EMN,ZL,2,GTW,3.0
ARR,2024-10-08,138,13841,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13843,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13845,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13847,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13849,0,1,ZL,CO,2,GTW,3.0
ARR,2024-10-08,138,13851,0,1,ZL,EMN,3,GTW,3.0
ARR,2024-10-08,138,13853,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-08,138,13855,0,1,ZL,EMN,2,GTW,3.0
ARR,2024-10-08,138,13830,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,138,13832,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,138,13856,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,138,13858,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,138,13860,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,138,13862,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,138,13864,0,3,CO,ZL,2,GTW,3.0
ARR,2024-10-08,178,17806,0,1,ZP,APD,2,GTW,4.0
ARR,2024-10-08,178,17810,0,1,ZP,APD,2,GTW,4.0
ARR,2024-10-08,178,17812,0,1,ZP,APD,3,GTW,3.0
ARR,2024-10-08,178,17813,0,1,APD,ZP,2,GTW,4.0
ARR,2024-10-08,178,17814,0,1,ZP,APD,3,GTW,4.0
ARR,2024-10-08,178,17815,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17816,0,1,ZP,APD,3,GTW,3.0
ARR,2024-10-08,178,17817,0,1,APD,ZP,2,GTW,4.0
ARR,2024-10-08,178,17818,0,1,ZP,APD,3,GTW,2.0
ARR,2024-10-08,178,17819,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17820,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17821,0,1,APD,ZP,2,GTW,4.0
ARR,2024-10-08,178,17822,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17823,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17824,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17825,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17826,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17827,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17828,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17829,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17830,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17831,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17832,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17833,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17834,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17835,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17836,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17837,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17838,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17839,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17840,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17841,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17842,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17843,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17844,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17845,0,1,APD,ZP,3,GTW,2.0
ARR,2024-10-08,178,17846,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17847,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17848,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17849,0,1,APD,ZP,3,GTW,2.0
ARR,2024-10-08,178,17850,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17851,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17852,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17853,0,1,APD,ZP,4,GTW,2.0
ARR,2024-10-08,178,17854,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17855,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17856,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17857,0,1,APD,ZP,3,GTW,2.0
ARR,2024-10-08,178,17858,0,1,ZP,APD,2,GTW,2.0
ARR,2024-10-08,178,17859,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17860,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17861,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17863,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17864,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17865,0,1,APD,ZP,2,GTW,2.0
ARR,2024-10-08,178,17867,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17868,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17871,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17872,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17875,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,178,17876,0,1,ZP,APD,2,GTW,3.0
ARR,2024-10-08,178,17879,0,1,APD,ZP,2,GTW,3.0
ARR,2024-10-08,189,18909,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18910,0,1,AHBF,LUIK,1,Flirt,3.0
ARR,2024-10-08,189,18912,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18913,0,1,LUIK,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18914,0,1,AHBF,LUIK,1,Flirt,3.0
ARR,2024-10-08,189,18916,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18917,0,1,LUIK,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18918,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18920,0,1,AHBF,MT,1,Flirt,3.0
ARR,2024-10-08,189,18921,0,1,LUIK,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18924,0,1,AHBF,MT,1,Flirt,3.0
ARR,2024-10-08,189,18925,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18926,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18928,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18929,0,1,LUIK,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18930,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18933,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18936,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18937,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18938,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18940,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18941,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18944,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18945,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18946,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18948,0,1,AHBF,MT,1,Flirt,3.0
ARR,2024-10-08,189,18949,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18950,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18952,0,1,AHBF,MT,1,Flirt,3.0
ARR,2024-10-08,189,18953,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18954,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18956,0,1,AHBF,MT,2,Flirt,3.0
ARR,2024-10-08,189,18957,0,1,LUIK,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18958,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18960,0,1,AHBF,MT,1,Flirt,3.0
ARR,2024-10-08,189,18961,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18962,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18965,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18966,0,1,AHBF,LUIK,2,Flirt,3.0
ARR,2024-10-08,189,18969,0,1,LUIK,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18973,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18977,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18981,0,1,LUIK,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18911,0,4,HRL,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18915,0,4,MT,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18923,0,4,MT,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18927,0,4,MT,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18935,0,4,MT,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18943,0,4,MT,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18947,0,4,MT,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18951,0,4,MT,AHBF,2,Flirt,3.0
ARR,2024-10-08,189,18955,0,4,MT,AHBF,1,Flirt,3.0
ARR,2024-10-08,189,18959,0,4,MT,AHBF,1,Flirt,3.0
ARR,2024-10-08,201,20104,0,1,GN,NSCH,2,GTW,6.0
ARR,2024-10-08,201,20106,0,1,GN,NSCH,2,GTW,8.0
